column1,enrollments,h1,institution,language,level,pace,price,subject,time_duration,url,video_transcript
275,"61,321",Design Thinking and Creativity for Innovation,UQx,English,Intermediate,Self-paced - Progress at your own speed,8163,Business & Management,10 weeks - 8–10 hours per week,https://www.edx.org/course/design-thinking-and-creativity-for-innovation?index=product&queryID=88e03a0d7b28bd4719acb52d8d968a38&position=13&results_level=second-level-results&search_index=product&term=&campaign=Design+Thinking+and+Creativity+for+Innovation&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
276,"54,117",Python Data Structures,MichiganX,English,Introductory,Self-paced - Progress at your own speed,4040,Computer Science,7 weeks - 2–4 hours per week,https://www.edx.org/course/python-data-structures?index=product&queryID=88e03a0d7b28bd4719acb52d8d968a38&position=14&results_level=second-level-results&search_index=product&term=&campaign=Python+Data+Structures&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
277,"39,031",Case Studies in Functional Genomics,HarvardX,English,Advanced,Self-paced - Progress at your own speed,12286,Data Analysis & Statistics,5 weeks - 2–4 hours per week,https://www.edx.org/course/case-studies-in-functional-genomics?index=product&queryID=88e03a0d7b28bd4719acb52d8d968a38&position=15&results_level=second-level-results&search_index=product&term=&campaign=Case+Studies+in+Functional+Genomics&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
278,"6,056",Biomedical Equipment: Repairing and Maintaining Biomedical Devices,DelftX,English,Introductory,Self-paced - Progress at your own speed,4123,Engineering,10 weeks - 4–6 hours per week,https://www.edx.org/course/biomedical-equipment-technician-training-maintenance-repair?index=product&queryID=88e03a0d7b28bd4719acb52d8d968a38&position=16&results_level=second-level-results&search_index=product&term=&campaign=Biomedical+Equipment%3A+Repairing+and+Maintaining+Biomedical+Devices&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
279,"90,804",Data Science: Productivity Tools,HarvardX,English,Introductory,Self-paced - Progress at your own speed,8163,Data Analysis & Statistics,8 weeks - 1–2 hours per week,https://www.edx.org/course/data-science-productivity-tools?index=product&queryID=88e03a0d7b28bd4719acb52d8d968a38&position=18&results_level=second-level-results&search_index=product&term=&campaign=Data+Science%3A%C2%A0Productivity+Tools&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
280,"14,602",Databases: Modeling and Theory,StanfordOnline,English,Introductory,Self-paced - Progress at your own speed,4123,Computer Science,2 weeks - 8–10 hours per week,https://www.edx.org/course/modeling-and-theory?index=product&queryID=88e03a0d7b28bd4719acb52d8d968a38&position=19&results_level=second-level-results&search_index=product&term=&campaign=Databases%3A+Modeling+and+Theory&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
281,"19,870",International Women's Health and Human Rights,StanfordOnline,English,Introductory,Self-paced - Progress at your own speed,4123,Social Sciences,10 weeks - 1–5 hours per week,https://www.edx.org/course/international-womens-health-and-human-rights?index=product&queryID=88e03a0d7b28bd4719acb52d8d968a38&position=20&results_level=second-level-results&search_index=product&term=&campaign=International+Women%27s+Health+and+Human+Rights&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
282,"46,340",Sustainability in Architecture: An Interdisciplinary Introduction,UPValenciaX,English,Intermediate,Self-paced - Progress at your own speed,4123,Architecture,4 weeks - 3–4 hours per week,https://www.edx.org/course/sustainability-in-architecture-an-interdisciplinar?index=product&queryID=88e03a0d7b28bd4719acb52d8d968a38&position=21&results_level=second-level-results&search_index=product&term=&campaign=Sustainability+in+Architecture%3A+An+Interdisciplinary+Introduction&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
283,"1,16,545",College Algebra and Problem Solving,ASUx,English,Introductory,Self-paced - Progress at your own speed,4040,Math,15 weeks - 8–9 hours per week,https://www.edx.org/course/college-algebra-and-problem-solving?index=product&queryID=88e03a0d7b28bd4719acb52d8d968a38&position=22&results_level=second-level-results&search_index=product&term=&campaign=College+Algebra+and+Problem+Solving&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
284,"79,706",Upper-Intermediate English: Business and Globalization,UPValenciaX,English,Intermediate,Self-paced - Progress at your own speed,4123,Language,4 weeks - 3–5 hours per week,https://www.edx.org/course/upper-intermediate-english-globalization?index=product&queryID=88e03a0d7b28bd4719acb52d8d968a38&position=23&results_level=second-level-results&search_index=product&term=&campaign=Upper-Intermediate+English%3A+Business+and+Globalization&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
285,"14,770",Machine learning with Python for finance professionals,ACCA,English,Intermediate,Self-paced - Progress at your own speed,16409,Computer Science,5 weeks - 4–5 hours per week,https://www.edx.org/course/machine-learning-with-python-for-finance-professionals?index=product&queryID=88e03a0d7b28bd4719acb52d8d968a38&position=24&results_level=second-level-results&search_index=product&term=&campaign=Machine+learning+with+Python+for+finance+professionals&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
286,"28,921",Fundamentals of Psychology,DoaneX,English,Introductory,Self-paced - Progress at your own speed,8163,Social Sciences,8 weeks - 5–10 hours per week,https://www.edx.org/course/fundamentals-of-psychology?index=product&queryID=193ee359436a0ac4ac933f22cf0d6302&position=1&results_level=second-level-results&search_index=product&term=&campaign=Fundamentals+of+Psychology&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
287,"24,299",Información financiera y su análisis,TecdeMonterreyX,Español,Advanced,Self-paced - Progress at your own speed,4122,Economics & Finance,4 weeks - 5–8 hours per week,https://www.edx.org/course/informacion-financiera-y-su-analisis?index=product&queryID=193ee359436a0ac4ac933f22cf0d6302&position=2&results_level=second-level-results&search_index=product&term=&campaign=Informaci%C3%B3n+financiera+y+su+an%C3%A1lisis&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
288,"13,025",Measuring Sustainable Development,SDGAcademyX,English,Intermediate,Self-paced - Progress at your own speed,0,Data Analysis & Statistics,5 weeks - 1–3 hours per week,https://www.edx.org/course/measuring-sustainable-development?index=product&queryID=193ee359436a0ac4ac933f22cf0d6302&position=3&results_level=second-level-results&search_index=product&term=&campaign=Measuring+Sustainable+Development&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
289,"13,707",Introducción a la Ciencia de Datos con Python,AnahuacX,Español,Introductory,Self-paced - Progress at your own speed,4040,Computer Science,4 weeks - 6–8 hours per week,https://www.edx.org/course/introduccion-a-la-ciencia-de-datos-con-python?index=product&queryID=193ee359436a0ac4ac933f22cf0d6302&position=4&results_level=second-level-results&search_index=product&term=&campaign=Introducci%C3%B3n+a+la+Ciencia+de+Datos+con+Python&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
290,"24,829",Essential Career Skills for Investment Banking and Finance,NYIF,English,Introductory,Self-paced - Progress at your own speed,4040,Business & Management,2 weeks - 3–4 hours per week,https://www.edx.org/course/essential-career-skills-for-investment-banking-and?index=product&queryID=193ee359436a0ac4ac933f22cf0d6302&position=5&results_level=second-level-results&search_index=product&term=&campaign=Essential+Career+Skills+for+Investment+Banking+and+Finance&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
291,"17,675",Introducción a Matemáticas para Finanzas y Negocios,TecdeMonterreyX,Español,Advanced,Self-paced - Progress at your own speed,4122,Economics & Finance,5 weeks - 5–8 hours per week,https://www.edx.org/course/introduccion-a-matematicas-para-finanzas-y-negocios?index=product&queryID=193ee359436a0ac4ac933f22cf0d6302&position=6&results_level=second-level-results&search_index=product&term=&campaign=Introducci%C3%B3n+a+Matem%C3%A1ticas+para+Finanzas+y+Negocios&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
292,"6,930",Introduction to Computer Science and Programming,TokyoTechX,English,Introductory,Self-paced - Progress at your own speed,4865,Computer Science,5 weeks - 2–3 hours per week,https://www.edx.org/course/introduction-to-computer-science-and-programming?index=product&queryID=193ee359436a0ac4ac933f22cf0d6302&position=7&results_level=second-level-results&search_index=product&term=&campaign=Introduction+to+Computer+Science+and+Programming&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
293,"80,310",Cyber Security Basics: A Hands-on Approach,UC3Mx,English,Intermediate,Self-paced - Progress at your own speed,8163,Computer Science,6 weeks - 5–7 hours per week,https://www.edx.org/course/cyber-security-basics-a-hands-on-approach?index=product&queryID=193ee359436a0ac4ac933f22cf0d6302&position=8&results_level=second-level-results&search_index=product&term=&campaign=Cyber+Security+Basics%3A+A+Hands-on+Approach&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
294,"62,541",Preparing to Network in English,UWashingtonX,English,Introductory,Self-paced - Progress at your own speed,12286,Language,6 weeks - 3–5 hours per week,https://www.edx.org/course/preparing-to-network-in-english?index=product&queryID=193ee359436a0ac4ac933f22cf0d6302&position=9&results_level=second-level-results&search_index=product&term=&campaign=Preparing+to+Network+in+English&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
295,"1,14,938",Computer Graphics,UCSanDiegoX,English,Intermediate,Self-paced - Progress at your own speed,8163,Computer Science,6 weeks - 6–12 hours per week,https://www.edx.org/course/computer-graphics-2?index=product&queryID=193ee359436a0ac4ac933f22cf0d6302&position=10&results_level=second-level-results&search_index=product&term=&campaign=Computer+Graphics&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch," English, 中文"
296,"75,806",Japanese Pronunciation for Communication,WasedaX,日本語,Introductory,Self-paced - Progress at your own speed,8163,Communication,5 weeks - 3–5 hours per week,https://www.edx.org/course/japanese-pronunciation-for-communication?index=product&queryID=193ee359436a0ac4ac933f22cf0d6302&position=11&results_level=second-level-results&search_index=product&term=&campaign=Japanese+Pronunciation+for+Communication&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch," English, 日本語, 한국어, 中文"
297,"31,117",Basic Analytical Chemistry,UTokyoX,English,Introductory,Self-paced - Progress at your own speed,4040,Chemistry,6 weeks - 3–4 hours per week,https://www.edx.org/course/basic-analytical-chemistry?index=product&queryID=193ee359436a0ac4ac933f22cf0d6302&position=12&results_level=second-level-results&search_index=product&term=&campaign=Basic+Analytical+Chemistry&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
298,"48,666",Computing in Python II: Control Structures,GTx,English,Introductory,Self-paced - Progress at your own speed,12286,Computer Science,5 weeks - 9–10 hours per week,https://www.edx.org/course/computing-in-python-ii-control-structures?index=product&queryID=193ee359436a0ac4ac933f22cf0d6302&position=13&results_level=second-level-results&search_index=product&term=&campaign=Computing+in+Python+II%3A+Control+Structures&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
299,"64,982",The Ancient Greek Hero,HarvardX,English,Introductory,Instructor-paced - Instructor led on a course schedule,13935,Humanities,18 weeks - 8–12 hours per week,https://www.edx.org/course/the-ancient-greek-hero-2?index=product&queryID=193ee359436a0ac4ac933f22cf0d6302&position=14&results_level=second-level-results&search_index=product&term=&campaign=The+Ancient+Greek+Hero&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
300,"71,873",Lean Production,TUMx,English,Introductory,Self-paced - Progress at your own speed,12286,Business & Management,6 weeks - 3–4 hours per week,https://www.edx.org/course/lean-production?index=product&queryID=193ee359436a0ac4ac933f22cf0d6302&position=15&results_level=second-level-results&search_index=product&term=&campaign=Lean+Production&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
301,-,Learning and memory in the brain: a guide for teachers,UniversityofCambridge,English,Introductory,Self-paced - Progress at your own speed,12286,Education & Teacher Training,5 weeks - 3–5 hours per week,https://www.edx.org/course/learning-and-memory-in-the-brain-a-guide-for-teachers?index=product&queryID=193ee359436a0ac4ac933f22cf0d6302&position=16&results_level=second-level-results&search_index=product&term=&campaign=Learning+and+memory+in+the+brain%3A+a+guide+for+teachers&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
